"region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"South East","35-44",53,2020-12-28,0,10
"South East","35-44",54,2021-01-04,39,2667
"South East","35-44",55,2021-01-11,21,1875
"South East","35-44",56,2021-01-18,7,525
"South East","5-12",53,2020-12-28,0,5
"South East","5-12",54,2021-01-04,27,1290
"South East","5-12",55,2021-01-11,18,1354
"South East","5-12",56,2021-01-18,3,290
"South East","13-17",53,2020-12-28,0,1
"South East","13-17",54,2021-01-04,33,1097
"South East","13-17",55,2021-01-11,19,978
"South East","13-17",56,2021-01-18,1,152
"South East","18-24",53,2020-12-28,0,5
"South East","18-24",54,2021-01-04,23,826
"South East","18-24",55,2021-01-11,14,554
"South East","18-24",56,2021-01-18,3,129
"South East","25-34",53,2020-12-28,0,7
"South East","25-34",54,2021-01-04,33,1588
"South East","25-34",55,2021-01-11,18,1203
"South East","25-34",56,2021-01-18,0,337
"South East","45-54",53,2020-12-28,0,18
"South East","45-54",54,2021-01-04,62,3750
"South East","45-54",55,2021-01-11,34,2341
"South East","45-54",56,2021-01-18,5,584
"South East","55-64",53,2020-12-28,0,20
"South East","55-64",54,2021-01-04,61,4504
"South East","55-64",55,2021-01-11,44,2150
"South East","55-64",56,2021-01-18,5,524
"South East","65+",53,2020-12-28,0,35
"South East","65+",54,2021-01-04,71,7306
"South East","65+",55,2021-01-11,30,2254
"South East","65+",56,2021-01-18,2,371
"North East","35-44",53,2020-12-28,0,6
"North East","35-44",54,2021-01-04,5,392
"North East","35-44",55,2021-01-11,3,236
"North East","35-44",56,2021-01-18,1,88
"North East","5-12",53,2020-12-28,0,1
"North East","5-12",54,2021-01-04,4,180
"North East","5-12",55,2021-01-11,2,134
"North East","5-12",56,2021-01-18,0,40
"North East","13-17",54,2021-01-04,3,168
"North East","13-17",55,2021-01-11,1,71
"North East","13-17",56,2021-01-18,0,13
"North East","18-24",53,2020-12-28,0,3
"North East","18-24",54,2021-01-04,3,136
"North East","18-24",55,2021-01-11,0,72
"North East","18-24",56,2021-01-18,0,19
"North East","25-34",54,2021-01-04,3,278
"North East","25-34",55,2021-01-11,3,154
"North East","25-34",56,2021-01-18,2,56
"North East","45-54",53,2020-12-28,0,5
"North East","45-54",54,2021-01-04,5,529
"North East","45-54",55,2021-01-11,3,296
"North East","45-54",56,2021-01-18,2,84
"North East","55-64",53,2020-12-28,0,1
"North East","55-64",54,2021-01-04,7,800
"North East","55-64",55,2021-01-11,0,268
"North East","55-64",56,2021-01-18,2,93
"North East","65+",53,2020-12-28,0,5
"North East","65+",54,2021-01-04,8,1181
"North East","65+",55,2021-01-11,5,312
"North East","65+",56,2021-01-18,0,64
"North West","35-44",53,2020-12-28,0,10
"North West","35-44",54,2021-01-04,11,1136
"North West","35-44",55,2021-01-11,11,754
"North West","35-44",56,2021-01-18,1,209
"North West","5-12",53,2020-12-28,0,4
"North West","5-12",54,2021-01-04,5,590
"North West","5-12",55,2021-01-11,6,427
"North West","5-12",56,2021-01-18,1,94
"North West","13-17",53,2020-12-28,0,1
"North West","13-17",54,2021-01-04,9,528
"North West","13-17",55,2021-01-11,5,280
"North West","13-17",56,2021-01-18,1,47
"North West","18-24",53,2020-12-28,0,3
"North West","18-24",54,2021-01-04,6,399
"North West","18-24",55,2021-01-11,1,226
"North West","18-24",56,2021-01-18,1,56
"North West","25-34",53,2020-12-28,0,3
"North West","25-34",54,2021-01-04,13,808
"North West","25-34",55,2021-01-11,10,516
"North West","25-34",56,2021-01-18,1,133
"North West","45-54",53,2020-12-28,0,9
"North West","45-54",54,2021-01-04,26,1715
"North West","45-54",55,2021-01-11,8,927
"North West","45-54",56,2021-01-18,7,265
"North West","55-64",53,2020-12-28,0,11
"North West","55-64",54,2021-01-04,38,2319
"North West","55-64",55,2021-01-11,13,1034
"North West","55-64",56,2021-01-18,1,255
"North West","65+",53,2020-12-28,0,19
"North West","65+",54,2021-01-04,29,3695
"North West","65+",55,2021-01-11,12,1072
"North West","65+",56,2021-01-18,1,201
"Yorkshire and The Humber","35-44",53,2020-12-28,0,4
"Yorkshire and The Humber","35-44",54,2021-01-04,4,733
"Yorkshire and The Humber","35-44",55,2021-01-11,4,384
"Yorkshire and The Humber","35-44",56,2021-01-18,1,104
"Yorkshire and The Humber","5-12",53,2020-12-28,0,2
"Yorkshire and The Humber","5-12",54,2021-01-04,7,356
"Yorkshire and The Humber","5-12",55,2021-01-11,1,236
"Yorkshire and The Humber","5-12",56,2021-01-18,0,68
"Yorkshire and The Humber","13-17",53,2020-12-28,0,1
"Yorkshire and The Humber","13-17",54,2021-01-04,3,342
"Yorkshire and The Humber","13-17",55,2021-01-11,1,169
"Yorkshire and The Humber","13-17",56,2021-01-18,0,34
"Yorkshire and The Humber","18-24",53,2020-12-28,0,7
