areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,England,E92000001,2020-09-25,6045,381517
nation,England,E92000001,2020-09-24,6299,375472
nation,England,E92000001,2020-09-23,5890,369173
nation,England,E92000001,2020-09-22,5374,363283
nation,England,E92000001,2020-09-21,4699,357909
nation,England,E92000001,2020-09-20,4623,353210
nation,England,E92000001,2020-09-19,4184,348587
nation,England,E92000001,2020-09-18,4276,344403
nation,England,E92000001,2020-09-17,3938,340127
nation,England,E92000001,2020-09-16,3745,336189
nation,England,E92000001,2020-09-15,3047,332444
nation,England,E92000001,2020-09-14,2898,329397
nation,England,E92000001,2020-09-13,1710,326499
nation,England,E92000001,2020-09-12,2212,324789
nation,England,E92000001,2020-09-11,2857,322577
nation,England,E92000001,2020-09-10,3106,319720
nation,England,E92000001,2020-09-09,2851,316614
nation,England,E92000001,2020-09-08,3002,313763
nation,England,E92000001,2020-09-07,3464,310761
nation,England,E92000001,2020-09-06,2057,307297
nation,England,E92000001,2020-09-05,2190,305240
nation,England,E92000001,2020-09-04,2588,303050
nation,England,E92000001,2020-09-03,2666,300462
nation,England,E92000001,2020-09-02,2616,297796
nation,England,E92000001,2020-09-01,1929,295180
nation,England,E92000001,2020-08-31,1259,293251
nation,England,E92000001,2020-08-30,980,291992
nation,England,E92000001,2020-08-29,1048,291012
nation,England,E92000001,2020-08-28,1385,289964
nation,England,E92000001,2020-08-27,1336,288579
nation,England,E92000001,2020-08-26,1140,287243
nation,England,E92000001,2020-08-25,1060,286103
nation,England,E92000001,2020-08-24,1080,285043
nation,England,E92000001,2020-08-23,694,283963
nation,England,E92000001,2020-08-22,715,283269
nation,England,E92000001,2020-08-21,1004,282554
nation,England,E92000001,2020-08-20,1221,281550
nation,England,E92000001,2020-08-19,1071,280329
nation,England,E92000001,2020-08-18,925,279258
nation,England,E92000001,2020-08-17,1137,278333
nation,England,E92000001,2020-08-16,528,277196
nation,England,E92000001,2020-08-15,644,276668
nation,England,E92000001,2020-08-14,1042,276024
nation,England,E92000001,2020-08-13,1019,274982
nation,England,E92000001,2020-08-12,1092,273963
nation,England,E92000001,2020-08-11,1213,272871
nation,England,E92000001,2020-08-10,1350,271658
nation,England,E92000001,2020-08-09,557,270308
nation,England,E92000001,2020-08-08,636,269751
nation,England,E92000001,2020-08-07,865,269115
nation,England,E92000001,2020-08-06,980,268250
nation,England,E92000001,2020-08-05,943,267270
nation,England,E92000001,2020-08-04,919,266327
nation,England,E92000001,2020-08-03,940,265408
nation,England,E92000001,2020-08-02,512,264468
nation,England,E92000001,2020-08-01,493,263956
nation,England,E92000001,2020-07-31,625,263463
nation,England,E92000001,2020-07-30,855,262838
nation,England,E92000001,2020-07-29,973,261983
nation,England,E92000001,2020-07-28,781,261010
nation,England,E92000001,2020-07-27,809,260229
nation,England,E92000001,2020-07-26,515,259420
nation,England,E92000001,2020-07-25,492,258905
nation,England,E92000001,2020-07-24,714,258413
nation,England,E92000001,2020-07-23,732,257699
nation,England,E92000001,2020-07-22,750,256967
nation,England,E92000001,2020-07-21,691,256217
nation,England,E92000001,2020-07-20,753,255526
nation,England,E92000001,2020-07-19,413,254773
nation,England,E92000001,2020-07-18,466,254360
nation,England,E92000001,2020-07-17,546,253894
nation,England,E92000001,2020-07-16,640,253348
nation,England,E92000001,2020-07-15,724,252708
nation,England,E92000001,2020-07-14,649,251984
nation,England,E92000001,2020-07-13,688,251335
nation,England,E92000001,2020-07-12,351,250647
nation,England,E92000001,2020-07-11,422,250296
nation,England,E92000001,2020-07-10,519,249874
nation,England,E92000001,2020-07-09,681,249355
nation,England,E92000001,2020-07-08,673,248674
nation,England,E92000001,2020-07-07,557,248001
nation,England,E92000001,2020-07-06,655,247444
nation,England,E92000001,2020-07-05,539,246789
nation,England,E92000001,2020-07-04,384,246250
nation,England,E92000001,2020-07-03,539,245866
nation,England,E92000001,2020-07-02,561,245327
nation,England,E92000001,2020-07-01,603,244766
nation,England,E92000001,2020-06-30,570,244163
nation,England,E92000001,2020-06-29,666,243593
nation,England,E92000001,2020-06-28,411,242927
nation,England,E92000001,2020-06-27,502,242516
nation,England,E92000001,2020-06-26,643,242014
nation,England,E92000001,2020-06-25,639,241371
nation,England,E92000001,2020-06-24,728,240732
nation,England,E92000001,2020-06-23,725,240004
nation,England,E92000001,2020-06-22,813,239279
nation,England,E92000001,2020-06-21,551,238466
nation,England,E92000001,2020-06-20,628,237915
nation,England,E92000001,2020-06-19,809,237287
nation,England,E92000001,2020-06-18,945,236478
nation,England,E92000001,2020-06-17,912,235533
nation,England,E92000001,2020-06-16,991,234621
nation,England,E92000001,2020-06-15,938,233630
nation,England,E92000001,2020-06-14,745,232692
nation,England,E92000001,2020-06-13,785,231947
nation,England,E92000001,2020-06-12,934,231162
nation,England,E92000001,2020-06-11,916,230228
nation,England,E92000001,2020-06-10,1082,229312
nation,England,E92000001,2020-06-09,1059,228230
nation,England,E92000001,2020-06-08,987,227171
nation,England,E92000001,2020-06-07,663,226184
nation,England,E92000001,2020-06-06,721,225521
nation,England,E92000001,2020-06-05,1018,224800
nation,England,E92000001,2020-06-04,1144,223782
nation,England,E92000001,2020-06-03,1241,222638
nation,England,E92000001,2020-06-02,1352,221397
nation,England,E92000001,2020-06-01,1311,220045
nation,England,E92000001,2020-05-31,984,218734
nation,England,E92000001,2020-05-30,998,217750
nation,England,E92000001,2020-05-29,1371,216752
nation,England,E92000001,2020-05-28,1573,215381
nation,England,E92000001,2020-05-27,1611,213808
nation,England,E92000001,2020-05-26,1459,212197
nation,England,E92000001,2020-05-25,1378,210738
nation,England,E92000001,2020-05-24,1200,209360
nation,England,E92000001,2020-05-23,1300,208160
nation,England,E92000001,2020-05-22,1797,206860
nation,England,E92000001,2020-05-21,2274,205063
nation,England,E92000001,2020-05-20,2344,202789
nation,England,E92000001,2020-05-19,2583,200445
nation,England,E92000001,2020-05-18,2212,197862
nation,England,E92000001,2020-05-17,1589,195650
nation,England,E92000001,2020-05-16,1772,194061
nation,England,E92000001,2020-05-15,2132,192289
nation,England,E92000001,2020-05-14,2212,190157
nation,England,E92000001,2020-05-13,2881,187945
nation,England,E92000001,2020-05-12,2924,185064
nation,England,E92000001,2020-05-11,3062,182140
nation,England,E92000001,2020-05-10,2006,179078
nation,England,E92000001,2020-05-09,1794,177072
nation,England,E92000001,2020-05-08,2614,175278
nation,England,E92000001,2020-05-07,3203,172664
nation,England,E92000001,2020-05-06,3269,169461
nation,England,E92000001,2020-05-05,3138,166192
nation,England,E92000001,2020-05-04,2840,163054
nation,England,E92000001,2020-05-03,2628,160214
nation,England,E92000001,2020-05-02,2747,157586
nation,England,E92000001,2020-05-01,4093,154839
nation,England,E92000001,2020-04-30,4315,150746
nation,England,E92000001,2020-04-29,4739,146431
nation,England,E92000001,2020-04-28,4119,141692
nation,England,E92000001,2020-04-27,4032,137573
nation,England,E92000001,2020-04-26,3134,133541
nation,England,E92000001,2020-04-25,3373,130407
nation,England,E92000001,2020-04-24,4357,127034
nation,England,E92000001,2020-04-23,4557,122677
nation,England,E92000001,2020-04-22,4798,118120
nation,England,E92000001,2020-04-21,3967,113322
nation,England,E92000001,2020-04-20,3691,109355
nation,England,E92000001,2020-04-19,3472,105664
nation,England,E92000001,2020-04-18,4119,102192
nation,England,E92000001,2020-04-17,4070,98073
nation,England,E92000001,2020-04-16,4355,94003
nation,England,E92000001,2020-04-15,4231,89648
nation,England,E92000001,2020-04-14,3555,85417
nation,England,E92000001,2020-04-13,3444,81862
nation,England,E92000001,2020-04-12,2944,78418
nation,England,E92000001,2020-04-11,3076,75474
nation,England,E92000001,2020-04-10,3585,72398
nation,England,E92000001,2020-04-09,4059,68813
nation,England,E92000001,2020-04-08,4295,64754
nation,England,E92000001,2020-04-07,4585,60459
nation,England,E92000001,2020-04-06,4393,55874
nation,England,E92000001,2020-04-05,3081,51481
nation,England,E92000001,2020-04-04,3379,48400
nation,England,E92000001,2020-04-03,4105,45021
nation,England,E92000001,2020-04-02,4067,40916
nation,England,E92000001,2020-04-01,4101,36849
nation,England,E92000001,2020-03-31,3787,32748
nation,England,E92000001,2020-03-30,3522,28961
nation,England,E92000001,2020-03-29,2441,25439
nation,England,E92000001,2020-03-28,2375,22998
nation,England,E92000001,2020-03-27,2654,20623
nation,England,E92000001,2020-03-26,2613,17969
nation,England,E92000001,2020-03-25,2265,15356
nation,England,E92000001,2020-03-24,2027,13091
nation,England,E92000001,2020-03-23,2015,11064
nation,England,E92000001,2020-03-22,1210,9049
nation,England,E92000001,2020-03-21,1037,7839
nation,England,E92000001,2020-03-20,1081,6802
nation,England,E92000001,2020-03-19,931,5721
nation,England,E92000001,2020-03-18,909,4790
nation,England,E92000001,2020-03-17,681,3881
nation,England,E92000001,2020-03-16,547,3200
nation,England,E92000001,2020-03-15,398,2653
nation,England,E92000001,2020-03-14,314,2255
nation,England,E92000001,2020-03-13,394,1941
nation,England,E92000001,2020-03-12,415,1547
nation,England,E92000001,2020-03-11,353,1132
nation,England,E92000001,2020-03-10,226,779
nation,England,E92000001,2020-03-09,124,553
nation,England,E92000001,2020-03-08,50,429
nation,England,E92000001,2020-03-07,54,379
nation,England,E92000001,2020-03-06,73,325
nation,England,E92000001,2020-03-05,47,252
nation,England,E92000001,2020-03-04,49,205
nation,England,E92000001,2020-03-03,52,156
nation,England,E92000001,2020-03-02,39,104
nation,England,E92000001,2020-03-01,20,65
nation,England,E92000001,2020-02-29,5,45
nation,England,E92000001,2020-02-28,11,40
nation,England,E92000001,2020-02-27,7,29
nation,England,E92000001,2020-02-26,4,22
nation,England,E92000001,2020-02-25,5,18
nation,England,E92000001,2020-02-24,2,13
nation,England,E92000001,2020-02-23,1,11
nation,England,E92000001,2020-02-22,0,10
nation,England,E92000001,2020-02-21,1,10
nation,England,E92000001,2020-02-20,0,9
nation,England,E92000001,2020-02-19,0,9
nation,England,E92000001,2020-02-18,0,9
nation,England,E92000001,2020-02-17,0,9
nation,England,E92000001,2020-02-16,0,9
nation,England,E92000001,2020-02-15,0,9
nation,England,E92000001,2020-02-14,0,9
nation,England,E92000001,2020-02-13,0,9
nation,England,E92000001,2020-02-12,0,9
nation,England,E92000001,2020-02-11,1,9
nation,England,E92000001,2020-02-10,0,8
nation,England,E92000001,2020-02-09,1,8
nation,England,E92000001,2020-02-08,4,7
nation,England,E92000001,2020-02-07,0,3
nation,England,E92000001,2020-02-06,0,3
nation,England,E92000001,2020-02-05,1,3
nation,England,E92000001,2020-02-04,0,2
nation,England,E92000001,2020-02-03,0,2
nation,England,E92000001,2020-02-02,0,2
nation,England,E92000001,2020-02-01,0,2
nation,England,E92000001,2020-01-31,0,2
nation,England,E92000001,2020-01-30,2,2
